会员卡号,性别,年龄,会员卡注册时间,会员卡级别
1010010018012302,M,37.0,2016-05-18 00:00:00,璀璨卡
1010010018017389,M,38.0,2013-01-14 00:00:00,璀璨卡
1010010011298758,F,32.0,2017-10-14 00:00:00,璀璨卡
6600245969,F,-1.0,2017-02-09 01:34:42,缤纷卡
1000011802300071,M,-1.0,2018-01-23 20:45:41,预享卡
1010010011108178,F,34.0,2014-09-07 00:00:00,璀璨卡
1000011802600148,M,-1.0,2018-01-26 19:51:44,预享卡
1010010018004049,F,39.0,2008-04-30 00:00:00,璀璨卡
1010010011247134,F,32.0,2009-01-08 00:00:00,璀璨卡
1010010018001879,F,30.0,2011-12-12 00:00:00,璀璨卡
06900061301,F,29.0,2017-07-08 00:00:00,璀璨卡
1010010011152914,F,30.0,2015-05-31 00:00:00,缤纷卡
1000011803400088,M,-1.0,2018-02-03 14:40:23,预享卡
1010010018024460,F,35.0,2008-07-04 00:00:00,璀璨卡
1010010018039772,F,25.0,2015-12-12 00:00:00,璀璨卡
1010010011152074,F,41.0,2015-07-19 00:00:00,缤纷卡
1010010018023624,F,28.0,2009-11-22 00:00:00,缤纷卡
1010010011229393,F,24.0,2015-07-31 00:00:00,璀璨卡
1010010011234706,F,25.0,2012-10-03 00:00:00,缤纷卡
1010010011206576,F,28.0,2016-10-25 00:00:00,缤纷卡
1000011802800081,M,30.0,2018-01-28 14:36:21,璀璨卡
1010010018038890,F,48.0,2013-07-23 00:00:00,璀璨卡
1010010018023901,F,32.0,2012-07-22 00:00:00,璀璨卡
1010020018025187,M,29.0,2013-10-07 00:00:00,璀璨卡
1010010011243547,F,32.0,2014-08-14 00:00:00,璀璨卡
1010010011122783,F,41.0,2016-03-10 00:00:00,缤纷卡
06900073702,M,34.0,2017-07-31 22:30:43,缤纷卡
1010010011138519,F,36.0,2012-05-02 00:00:00,缤纷卡
1000011832300193,U,25.0,2018-11-19 13:11:38,缤纷卡
1010010011205729,F,31.0,2016-09-30 00:00:00,缤纷卡
1010010018005534,F,34.0,2009-03-15 00:00:00,璀璨卡
1010010011238943,F,34.0,2014-04-21 00:00:00,缤纷卡
1010010011101625,F,35.0,2015-01-25 00:00:00,缤纷卡
1010010011139052,F,31.0,2012-02-27 00:00:00,缤纷卡
1010010018051065,M,37.0,2017-10-20 00:00:00,璀璨卡
1000011821200477,M,28.0,2018-07-31 15:30:10,璀璨卡
1010010018038711,F,27.0,2016-11-01 00:00:00,缤纷卡
801000152702,F,38.0,2013-02-13 00:00:00,璀璨卡
1010010018026027,F,38.0,2010-12-23 00:00:00,璀璨卡
1010010011207040,F,24.0,2016-09-14 00:00:00,缤纷卡
1010010018049205,F,30.0,2013-08-14 00:00:00,璀璨卡
1010010018004658,F,30.0,2016-02-17 00:00:00,璀璨卡
1010010011100381,M,42.0,2013-05-02 00:00:00,缤纷卡
1010020011175076,F,26.0,2015-09-19 00:00:00,璀璨卡
1010020011203946,F,26.0,2015-05-09 00:00:00,璀璨卡
1010010011177443,F,37.0,2009-10-17 00:00:00,缤纷卡
1010010011216469,M,37.0,2017-04-01 00:00:00,缤纷卡
06900076092,F,36.0,2017-08-20 14:36:11,缤纷卡
1010010018036509,F,62.0,2017-01-31 00:00:00,璀璨卡
1010010011201828,F,41.0,2012-08-23 00:00:00,缤纷卡
06900056569,F,37.0,2017-07-04 00:00:00,璀璨卡
1010010011137016,F,45.0,2012-03-02 00:00:00,缤纷卡
1000011806700126,F,33.0,2018-03-08 16:29:52,缤纷卡
1010010018036298,F,30.0,2015-04-05 00:00:00,璀璨卡
1010010011217129,F,31.0,2017-02-03 00:00:00,缤纷卡
1010010011228728,F,29.0,2015-08-01 00:00:00,缤纷卡
5309700030624946,M,36.0,2009-09-24 00:00:00,璀璨卡
1010010011237860,F,40.0,2014-05-01 00:00:00,缤纷卡
1010010011172948,F,33.0,2013-08-03 00:00:00,缤纷卡
1010010011247871,F,38.0,2009-01-31 00:00:00,缤纷卡
1010010011189265,F,31.0,2015-06-30 00:00:00,缤纷卡
1010010018018118,F,37.0,2010-07-16 00:00:00,璀璨卡
06900089415,F,32.0,2017-11-27 18:58:53,璀璨卡
1010010011212968,F,31.0,2013-10-05 00:00:00,缤纷卡
1010010011234715,F,31.0,2011-08-23 00:00:00,缤纷卡
1010010011170756,F,30.0,2012-08-29 00:00:00,缤纷卡
6600260067,F,-1.0,2017-02-19 16:44:14,缤纷卡
1000011818100092,F,32.0,2018-06-30 10:51:13,缤纷卡
1010010018019243,F,32.0,2009-09-06 00:00:00,璀璨卡
1010010011193058,M,31.0,2012-03-04 00:00:00,缤纷卡
1010010011151656,F,25.0,2015-09-11 00:00:00,缤纷卡
1010020011379974,F,26.0,2017-09-10 00:00:00,璀璨卡
1010010018022997,F,32.0,2013-09-15 00:00:00,璀璨卡
1010020011393383,F,27.0,2017-05-13 00:00:00,璀璨卡
1010020011302682,F,25.0,2017-01-08 00:00:00,璀璨卡
1000011811400049,M,-1.0,2018-04-24 15:57:14,预享卡
1010010011299424,F,27.0,2017-10-22 00:00:00,缤纷卡
1010020011272891,M,28.0,2016-12-26 00:00:00,缤纷卡
6600174374,F,-1.0,2017-01-01 13:13:38,璀璨卡
1010010011339464,F,29.0,2017-08-29 00:00:00,缤纷卡
6900081154,F,18.0,2017-09-28 12:56:03,预享卡
1000011824405756,F,25.0,2018-09-01 22:25:29,预享卡
1000011824502005,F,-1.0,2018-09-02 15:03:53,预享卡
1010010011137833,F,30.0,2013-09-16 00:00:00,缤纷卡
1010010011335775,F,24.0,2017-05-03 00:00:00,缤纷卡
1010010011205951,F,32.0,2016-10-03 00:00:00,缤纷卡
1010010011202814,F,36.0,2014-03-09 00:00:00,缤纷卡
1000011913203956,F,-1.0,2019-05-12 16:57:42,预享卡
1010020011206778,F,51.0,2011-07-07 00:00:00,璀璨卡
1010010011112809,F,30.0,2016-05-07 00:00:00,缤纷卡
1000011825101011,F,-1.0,2018-09-08 13:35:16,预享卡
1010010011299698,F,28.0,2017-10-11 00:00:00,缤纷卡
1000011831402207,F,-1.0,2018-11-10 19:20:05,预享卡
1000011827401949,F,21.0,2018-10-01 18:54:08,缤纷卡
1000011910400732,M,-1.0,2019-04-14 12:54:43,预享卡
1010010011199203,F,30.0,2008-09-13 00:00:00,缤纷卡
6600127634,F,31.0,2016-11-13 00:00:00,缤纷卡
1000011914302407,U,-1.0,2019-05-23 20:35:58,预享卡
6000113990,F,27.0,2016-06-24 18:31:37,璀璨卡
1000011827201442,F,-1.0,2018-09-29 19:53:35,预享卡
1010020011267988,F,28.0,2016-10-29 00:00:00,缤纷卡
1000011826500763,F,-1.0,2018-09-22 13:00:28,预享卡
6900002915,F,31.0,2017-04-21 00:00:00,璀璨卡
1010010011249749,F,22.0,2012-02-11 00:00:00,缤纷卡
1000011813800119,F,22.0,2018-05-18 11:16:03,缤纷卡
1010010011171407,F,31.0,2011-07-07 00:00:00,璀璨卡
1010010011126575,F,27.0,2015-12-26 00:00:00,璀璨卡
1010010011246783,F,30.0,2012-08-30 00:00:00,缤纷卡
1000011816001031,M,25.0,2018-06-09 18:05:43,璀璨卡
1010010011135255,F,39.0,2016-12-16 00:00:00,缤纷卡
1000011827401778,U,-1.0,2018-10-01 18:19:11,缤纷卡
1010020011352733,F,64.0,2017-03-05 00:00:00,璀璨卡
1010010011151440,F,23.0,2015-09-07 00:00:00,缤纷卡
1000011914702427,U,-1.0,2019-05-27 16:06:46,预享卡
519119449,F,27.0,2018-01-14 00:00:00,缤纷卡
1010010018036482,F,30.0,2015-05-04 00:00:00,璀璨卡
1010010018047133,F,31.0,2012-06-17 00:00:00,璀璨卡
1010010011151049,F,22.0,2015-08-10 00:00:00,璀璨卡
1000011915302921,U,29.0,2019-06-02 13:58:23,缤纷卡
1010020018018466,F,28.0,2017-11-12 00:00:00,璀璨卡
1000011913802101,U,-1.0,2019-05-18 13:35:49,缤纷卡
1000011827702520,F,-1.0,2018-10-04 22:26:27,预享卡
1010010018018490,M,-1.0,2016-04-19 00:00:00,璀璨卡
1010020011248671,F,29.0,2016-09-04 00:00:00,璀璨卡
1010010018038488,F,29.0,2016-10-22 00:00:00,璀璨卡
1010010018004621,F,31.0,2012-09-04 00:00:00,璀璨卡
1000011817300057,U,-1.0,2018-06-22 11:21:49,预享卡
1000011915802782,U,-1.0,2019-06-07 15:52:49,预享卡
1000011823400600,F,-1.0,2018-08-22 17:49:46,预享卡
1000011812701811,F,26.0,2018-05-07 15:55:13,缤纷卡
1000011807400070,F,30.0,2018-03-15 18:20:27,缤纷卡
6600086159,M,-1.0,2016-01-16 00:00:00,缤纷卡
1000011807300029,M,60.0,2018-03-14 15:21:39,缤纷卡
1010010018046739,F,35.0,2014-12-06 00:00:00,璀璨卡
1000011835401727,F,-1.0,2018-12-20 19:01:51,预享卡
1000011828900665,F,42.0,2018-10-16 19:09:58,璀璨卡
6900097213,F,21.0,2018-01-08 16:35:16,缤纷卡
6900060910,F,18.0,2017-07-08 14:15:17,预享卡
1000011826900390,F,-1.0,2018-09-26 14:59:58,预享卡
1000011829302824,F,-1.0,2018-10-20 21:49:44,预享卡
1000011826401560,F,-1.0,2018-09-21 21:52:24,预享卡
1000011901602067,F,20.0,2019-01-16 23:05:13,璀璨卡
1000011805900032,F,-1.0,2018-02-28 14:17:40,缤纷卡
1010010018039206,F,29.0,2015-04-26 00:00:00,璀璨卡
1000011802600084,F,29.0,2018-01-26 17:58:21,缤纷卡
1010010018036464,F,27.0,2015-07-03 00:00:00,璀璨卡
1010010011135583,F,30.0,2017-01-07 00:00:00,缤纷卡
1010010011151090,F,35.0,2015-08-09 00:00:00,缤纷卡
1010020011428983,F,22.0,2017-09-14 00:00:00,缤纷卡
1010010011111335,M,62.0,2010-08-07 00:00:00,缤纷卡
1010020011105960,F,35.0,2009-09-23 00:00:00,璀璨卡
500488010,F,30.0,2018-01-04 00:00:00,璀璨卡
1000011812100013,F,27.0,2018-05-01 10:05:11,预享卡
1010010011149071,F,46.0,2014-10-14 00:00:00,缤纷卡
1000011804700052,M,-1.0,2018-02-16 16:01:16,预享卡
1010010011188630,F,38.0,2015-08-10 00:00:00,缤纷卡
1010010011250758,F,22.0,2016-10-01 00:00:00,缤纷卡
6000079869,F,-1.0,2015-07-19 00:00:00,缤纷卡
1010010011149837,F,30.0,2014-10-09 00:00:00,缤纷卡
1000011816700865,F,-1.0,2018-06-16 16:59:44,预享卡
1000011834601190,F,-1.0,2018-12-12 20:17:06,预享卡
1000011816500513,F,-1.0,2018-06-14 18:07:13,预享卡
1010010011144702,F,25.0,2013-12-02 00:00:00,缤纷卡
1010010011240584,F,26.0,2014-04-07 00:00:00,缤纷卡
1000011816800842,F,-1.0,2018-06-17 16:27:40,预享卡
1010010011247860,F,30.0,2009-05-09 00:00:00,缤纷卡
1000011902902292,F,37.0,2019-01-29 21:50:17,缤纷卡
1000011833501363,F,56.0,2018-12-01 12:12:27,缤纷卡
1010010011199991,M,37.0,2012-06-25 00:00:00,缤纷卡
1010020011394778,M,32.0,2017-05-14 00:00:00,缤纷卡
06900097782,F,30.0,2018-01-26 21:16:41,缤纷卡
1010010011120803,F,34.0,2016-02-05 00:00:00,缤纷卡
06900091895,M,-1.0,2017-12-15 21:06:45,预享卡
06900004427,F,33.0,2017-04-25 16:19:45,预享卡
0519092405,U,-1.0,2017-10-17 16:30:33,缤纷卡
1010010011231131,F,23.0,2015-10-02 00:00:00,缤纷卡
6600172545,F,-1.0,2016-12-31 17:25:58,缤纷卡
1010010018047229,F,40.0,2012-11-11 00:00:00,缤纷卡
1010010011206825,F,26.0,2016-09-17 00:00:00,缤纷卡
06900094740,M,35.0,2017-12-24 11:24:16,缤纷卡
1000011815800666,F,-1.0,2018-06-07 21:41:31,预享卡
1000011810500100,M,-1.0,2018-04-15 15:38:48,预享卡
1010010011123931,F,26.0,2015-12-19 00:00:00,缤纷卡
1000011906702579,F,-1.0,2019-03-08 18:27:08,预享卡
06900009044,F,31.0,2017-05-26 20:54:40,缤纷卡
1010010011232251,F,26.0,2013-08-22 00:00:00,缤纷卡
6600246508,M,-1.0,2017-02-09 11:46:31,璀璨卡
1010020011172603,M,33.0,2015-11-11 00:00:00,璀璨卡
1010010011121313,F,32.0,2016-04-09 00:00:00,缤纷卡
1000011805800087,M,-1.0,2018-02-27 20:34:01,预享卡
1010010011223571,F,35.0,2016-08-13 00:00:00,缤纷卡
1010010011109200,F,27.0,2016-05-10 00:00:00,璀璨卡
1000011806200116,F,25.0,2018-03-03 17:00:42,缤纷卡
1110020011106904,F,23.0,2015-05-12 00:00:00,璀璨卡
1010010011180270,F,35.0,2015-04-30 00:00:00,缤纷卡
6600238323,F,-1.0,2017-02-03 20:01:36,缤纷卡
6600277658,F,-1.0,2017-03-11 07:06:27,缤纷卡
1000011920001967,U,-1.0,2019-07-19 12:16:27,预享卡
1010020011390827,M,28.0,2017-05-06 00:00:00,璀璨卡
06900090270,M,-1.0,2017-12-03 19:30:15,预享卡
1010020011112917,F,26.0,2013-04-13 00:00:00,缤纷卡
1000011818100833,U,-1.0,2018-06-30 16:05:14,预享卡
6600118098,F,29.0,2016-09-17 21:35:43,缤纷卡
1010010011226757,F,23.0,2016-07-04 00:00:00,缤纷卡
1000011810100098,M,-1.0,2018-04-11 17:38:37,预享卡
1000011818701340,F,26.0,2018-07-06 20:57:44,缤纷卡
06900097004,M,-1.0,2018-01-07 11:25:17,预享卡
1000011835604133,F,25.0,2018-12-22 18:16:28,缤纷卡
1000011834300518,F,-1.0,2018-12-09 12:42:52,预享卡
06900079997,F,24.0,2017-09-16 22:02:57,缤纷卡
06900087187,M,-1.0,2017-11-11 23:20:24,预享卡
1010010018026603,F,31.0,2009-09-13 00:00:00,璀璨卡
1010010018020692,F,32.0,2014-09-09 00:00:00,璀璨卡
1010010011115107,F,28.0,2013-09-30 00:00:00,璀璨卡
06900037629,F,18.0,2017-06-17 08:43:22,预享卡
1010020018004496,F,31.0,2010-06-18 00:00:00,璀璨卡
1010010011125192,M,33.0,2015-12-24 00:00:00,缤纷卡
1010010011119225,F,26.0,2016-03-31 00:00:00,缤纷卡
1010010011122888,M,30.0,2016-02-13 00:00:00,缤纷卡
1010010018029647,F,38.0,2008-06-21 00:00:00,璀璨卡
1010010011214016,F,46.0,2017-04-17 00:00:00,缤纷卡
1010010018051361,F,35.0,2012-06-09 00:00:00,璀璨卡
1000011822801005,M,29.0,2018-08-16 19:27:30,缤纷卡
06900001109,F,18.0,2017-04-11 00:00:00,缤纷卡
1000011803400248,M,-1.0,2018-02-03 22:20:18,预享卡
1010010018012948,F,31.0,2014-12-28 00:00:00,璀璨卡
1010010011151852,M,31.0,2015-07-15 00:00:00,缤纷卡
1010010018019007,F,37.0,2015-10-04 00:00:00,璀璨卡
1010010011217717,F,41.0,2017-01-30 00:00:00,缤纷卡
1010010011141963,F,31.0,2011-10-19 00:00:00,璀璨卡
1010010011156178,F,34.0,2013-01-28 00:00:00,璀璨卡
1010010018030112,F,35.0,2010-08-12 00:00:00,璀璨卡
1010010011144156,F,31.0,2013-11-26 00:00:00,缤纷卡
1010010018018502,M,31.0,2015-11-28 00:00:00,缤纷卡
06900042566,F,29.0,2017-06-21 18:48:15,缤纷卡
1000011810800047,M,-1.0,2018-04-18 15:10:02,预享卡
1010010018046775,F,33.0,2014-01-29 00:00:00,璀璨卡
1010010018015271,M,41.0,2012-05-20 00:00:00,璀璨卡
06900082198,F,28.0,2017-10-04 00:00:00,至尊卡
1010010011159789,F,37.0,2009-11-24 00:00:00,缤纷卡
06900088666,M,33.0,2017-11-23 12:52:04,预享卡
1010010018016938,F,29.0,2014-01-07 00:00:00,璀璨卡
1010010011337613,M,26.0,2017-07-30 00:00:00,缤纷卡
1010010018002403,F,31.0,2009-03-24 00:00:00,璀璨卡
1010010011243385,F,60.0,2014-08-10 00:00:00,璀璨卡
1010010011132281,F,39.0,2016-11-09 00:00:00,缤纷卡
1010010011178516,F,28.0,2015-03-31 00:00:00,缤纷卡
1000011803500241,M,-1.0,2018-02-04 21:49:09,预享卡
1010010018038595,F,35.0,2015-08-06 00:00:00,璀璨卡
6900095304,M,-1.0,2017-12-26 21:50:22,预享卡
1010010011239209,F,31.0,2008-05-28 00:00:00,缤纷卡
1010010018000047,F,39.0,2012-04-07 00:00:00,璀璨卡
1000011910100625,F,50.0,2019-04-11 15:55:42,璀璨卡
1000011905900891,M,32.0,2019-02-28 18:21:41,预享卡
1010010018037183,F,36.0,2010-03-16 00:00:00,璀璨卡
1010010018000610,M,40.0,2008-05-25 00:00:00,璀璨卡
1010010011217730,M,22.0,2017-01-31 00:00:00,缤纷卡
6600096153,M,27.0,2016-07-17 09:59:01,缤纷卡
1010010011151387,F,32.0,2015-09-06 00:00:00,缤纷卡
1010010011148970,F,47.0,2012-10-23 00:00:00,缤纷卡
1000011819800011,U,21.0,2018-07-17 07:54:28,缤纷卡
1000011826603350,M,35.0,2018-09-23 21:24:52,璀璨卡
6900079441,F,18.0,2017-09-14 16:22:02,预享卡
1010010018021706,M,30.0,2016-12-12 00:00:00,璀璨卡
6600089601,F,-1.0,2016-04-29 15:57:14,缤纷卡
1010010011222980,F,30.0,2015-05-29 00:00:00,璀璨卡
1000011914301250,U,41.0,2019-05-23 14:07:36,缤纷卡
1010010018023541,F,37.0,2009-11-03 00:00:00,缤纷卡
1010010011165292,M,30.0,2014-01-28 00:00:00,缤纷卡
1010010018039730,M,32.0,2015-12-13 00:00:00,璀璨卡
1000011835601651,F,-1.0,2018-12-22 14:01:22,预享卡
1000011804800178,M,-1.0,2018-02-17 20:28:12,预享卡
1000011834600610,F,25.0,2018-12-12 15:38:18,璀璨卡
1010010011231839,M,31.0,2015-10-05 00:00:00,缤纷卡
1010010011151550,F,60.0,2015-09-08 00:00:00,缤纷卡
1010010011206262,M,27.0,2016-10-06 00:00:00,缤纷卡
1010010011246965,F,40.0,2010-11-21 00:00:00,璀璨卡
1010010018042617,M,25.0,2015-08-02 00:00:00,璀璨卡
1000011830002130,F,-1.0,2018-10-27 20:33:30,预享卡
1000011809000035,M,36.0,2018-03-31 12:09:54,缤纷卡
1010010011199813,F,36.0,2013-04-29 00:00:00,缤纷卡
1010010018024990,F,35.0,2010-06-04 00:00:00,璀璨卡
6900002541,F,36.0,2017-04-19 00:00:00,缤纷卡
1010010018026986,F,32.0,2011-05-07 00:00:00,璀璨卡
1010010011243888,F,49.0,2014-06-27 00:00:00,缤纷卡
1000011910802045,F,24.0,2019-04-18 22:05:16,璀璨卡
1000011905402694,M,27.0,2019-02-23 19:18:58,预享卡
6600185919,M,-1.0,2017-01-06 18:01:22,缤纷卡
1010010011132173,F,51.0,2016-11-19 00:00:00,缤纷卡
1010010018002447,F,29.0,2012-03-24 00:00:00,璀璨卡
1000011813100084,M,25.0,2018-05-11 11:51:01,缤纷卡
1000011832701793,F,-1.0,2018-11-23 21:26:46,预享卡
1000011834802195,F,-1.0,2018-12-14 19:05:46,预享卡
6900002367,F,18.0,2017-04-18 00:00:00,缤纷卡
1110020018000707,F,32.0,2014-10-17 00:00:00,璀璨卡
1110020011106969,F,27.0,2014-08-16 00:00:00,璀璨卡
1000011811100252,F,43.0,2018-04-21 13:38:40,缤纷卡
1010010018018397,F,26.0,2016-09-30 00:00:00,璀璨卡
1000011827802846,F,-1.0,2018-10-05 19:21:41,预享卡
06900052308,F,31.0,2017-07-01 10:21:40,璀璨卡
06900097630,F,32.0,2018-01-16 19:10:46,缤纷卡
06900072518,M,32.0,2017-07-22 16:08:25,缤纷卡
1000011823101468,M,19.0,2018-08-19 17:53:09,缤纷卡
1010010011230593,M,45.0,2015-04-24 00:00:00,璀璨卡
1010010011104296,M,27.0,2014-12-18 00:00:00,缤纷卡
1010020018024995,F,61.0,2013-08-08 00:00:00,璀璨卡
1000011832200746,F,47.0,2018-11-18 14:30:51,缤纷卡
1010010018020174,M,29.0,2014-09-24 00:00:00,璀璨卡
1010010011224325,F,32.0,2016-08-10 00:00:00,缤纷卡
1000011825000203,F,61.0,2018-09-07 11:43:03,缤纷卡
1010010018023988,F,39.0,2009-06-24 00:00:00,璀璨卡
1000011825601121,F,-1.0,2018-09-13 18:05:43,预享卡
6600277281,M,-1.0,2017-03-05 11:55:12,缤纷卡
6600092813,F,31.0,2016-07-03 00:00:00,缤纷卡
1110020011106236,F,33.0,2015-05-08 00:00:00,璀璨卡
1000011819500581,F,44.0,2018-07-14 13:18:06,缤纷卡
6600277804,F,-1.0,2017-03-12 19:18:56,缤纷卡
6227600507855469,F,34.0,2009-11-11 00:00:00,缤纷卡
06900079321,M,28.0,2017-09-12 00:00:00,璀璨卡
06900085815,M,30.0,2017-11-03 19:39:00,缤纷卡
1000011920102271,U,-1.0,2019-07-20 12:31:12,预享卡
1000011809600184,M,-1.0,2018-04-06 18:04:46,预享卡
1010010011227716,F,31.0,2015-10-02 00:00:00,缤纷卡
1000011910901073,F,34.0,2019-04-19 15:39:23,缤纷卡
1010010011138196,F,50.0,2013-05-06 00:00:00,缤纷卡
1000011828500146,F,-1.0,2018-10-12 12:13:09,预享卡
1010010018029119,F,41.0,2008-10-08 00:00:00,璀璨卡
1000011815400677,U,-1.0,2018-06-03 15:30:55,缤纷卡
1000011920705368,F,-1.0,2019-07-26 20:55:55,预享卡
1010010018004749,F,49.0,2016-02-04 00:00:00,璀璨卡
1000011920806894,U,-1.0,2019-07-27 20:13:38,预享卡
1010010011119105,F,35.0,2016-03-27 00:00:00,缤纷卡
1010010011154997,M,37.0,2015-05-06 00:00:00,缤纷卡
1000011920903112,F,25.0,2019-07-28 11:32:41,缤纷卡
06900012986,M,26.0,2017-05-30 14:06:48,缤纷卡
1010020011391658,F,25.0,2017-06-07 00:00:00,璀璨卡
1000011813000512,M,-1.0,2018-05-10 18:44:45,预享卡
1000011921002721,U,-1.0,2019-07-29 10:58:16,预享卡
06900097712,F,31.0,2018-01-21 18:16:07,缤纷卡
1010010018050828,M,32.0,2014-11-13 00:00:00,璀璨卡
06900074524,M,37.0,2017-08-10 10:43:35,璀璨卡
1010020018040294,M,28.0,2016-09-09 00:00:00,璀璨卡
1010010018051158,F,27.0,2015-01-06 00:00:00,璀璨卡
1010010018051164,M,32.0,2013-08-16 00:00:00,璀璨卡
0519127577,F,30.0,2018-02-07 10:07:33,预享卡
1010010018051171,M,41.0,2010-08-18 00:00:00,璀璨卡
1000011818300067,F,28.0,2018-07-02 11:14:07,璀璨卡
1000011808000004,F,-1.0,2018-03-21 11:06:28,璀璨卡
1000011812702104,F,42.0,2018-05-07 19:30:26,缤纷卡
1010020018021377,M,27.0,2017-01-11 00:00:00,璀璨卡
1000011832201922,F,38.0,2018-11-18 19:57:53,预享卡
1000011832701862,F,33.0,2018-11-23 21:58:58,预享卡
1010010011230675,F,37.0,2015-09-13 00:00:00,缤纷卡
1010010011169489,F,35.0,2013-02-03 00:00:00,缤纷卡
1010010018020349,F,41.0,2012-02-13 00:00:00,璀璨卡
1000011830901499,F,-1.0,2018-11-05 20:03:15,预享卡
1010020011242485,F,42.0,2016-08-20 00:00:00,璀璨卡
1010010018000482,F,48.0,2012-03-22 00:00:00,璀璨卡
1010010011104180,F,31.0,2014-12-16 00:00:00,缤纷卡
1010010018035046,F,29.0,2013-08-29 00:00:00,璀璨卡
1000011820000765,F,-1.0,2018-07-19 16:46:01,预享卡
1010010011126959,F,39.0,2016-01-27 00:00:00,缤纷卡
06900016064,F,18.0,2017-06-01 20:11:24,预享卡
1010010018023879,F,37.0,2009-03-18 00:00:00,璀璨卡
1000011809700204,F,39.0,2018-04-07 20:32:38,缤纷卡
1010010018036436,F,29.0,2017-02-08 00:00:00,璀璨卡
1000011904801243,U,35.0,2019-02-17 15:10:45,缤纷卡
1010010018026288,F,35.0,2008-05-03 00:00:00,璀璨卡
1000011802400077,M,-1.0,2018-01-24 18:34:08,预享卡
1010010018001779,F,32.0,2010-11-11 00:00:00,缤纷卡
1010010018000548,F,28.0,2012-12-17 00:00:00,璀璨卡
1010010011233385,F,43.0,2012-01-08 00:00:00,缤纷卡
1010010018037829,F,35.0,2017-06-15 00:00:00,璀璨卡
1010010011117186,F,44.0,2012-01-05 00:00:00,璀璨卡
06900091478,M,36.0,2017-12-12 13:59:52,缤纷卡
1010010018003714,F,43.0,2009-12-30 00:00:00,璀璨卡
1000011830500674,F,26.0,2018-11-01 18:43:40,缤纷卡
1010010018016706,F,33.0,2017-04-03 00:00:00,璀璨卡
1010020011131553,F,41.0,2011-01-07 00:00:00,璀璨卡
1000011806200059,F,41.0,2018-03-03 14:46:19,缤纷卡
1000011818600614,F,-1.0,2018-07-05 15:53:29,预享卡
1010010011166750,F,31.0,2014-02-04 00:00:00,璀璨卡
1010010011153544,F,29.0,2015-05-12 00:00:00,缤纷卡
1010010011198219,F,33.0,2013-01-29 00:00:00,缤纷卡
1000011900700685,F,-1.0,2019-01-07 15:09:04,预享卡
06900089647,M,-1.0,2017-11-30 12:24:50,预享卡
06900023864,F,18.0,2017-06-06 14:47:11,预享卡
1000011913805337,U,-1.0,2019-05-18 20:24:59,预享卡
1010010018036060,M,39.0,2011-12-28 00:00:00,璀璨卡
1010010011213472,F,32.0,2012-01-30 00:00:00,璀璨卡
06900004095,F,32.0,2017-04-22 00:00:00,缤纷卡
1000011806200079,M,-1.0,2018-03-03 15:28:16,预享卡
1010010011180430,F,31.0,2015-04-26 00:00:00,缤纷卡
801000014062,F,40.0,2010-05-27 00:00:00,缤纷卡
1010010018025061,F,33.0,2008-05-06 00:00:00,璀璨卡
06900087569,F,33.0,2017-11-14 19:59:40,缤纷卡
0519094007,U,-1.0,2017-10-22 18:46:20,缤纷卡
1000011814400562,F,29.0,2018-05-24 19:17:05,缤纷卡
1010010018050138,F,40.0,2009-12-29 00:00:00,璀璨卡
1010010018019439,F,45.0,2012-10-08 00:00:00,璀璨卡
1000011806200186,F,47.0,2018-03-03 21:14:46,缤纷卡
1000011831501342,F,-1.0,2018-11-11 15:08:29,预享卡
1010010011120305,F,33.0,2016-02-10 00:00:00,缤纷卡
1010020011212628,M,39.0,2016-05-28 00:00:00,璀璨卡
06900042428,F,38.0,2017-06-21 15:24:57,预享卡
1000011816701346,F,-1.0,2018-06-16 20:22:03,缤纷卡
1010010018029903,F,29.0,2010-01-31 00:00:00,璀璨卡
1010010011248972,F,38.0,2009-11-02 00:00:00,缤纷卡
1010020011420571,M,33.0,2017-12-17 00:00:00,缤纷卡
1010020018012281,F,39.0,2015-02-15 00:00:00,璀璨卡
1010010011138768,F,39.0,2010-05-08 00:00:00,缤纷卡
1000011802400054,F,30.0,2018-01-24 16:45:30,璀璨卡
06900057693,F,27.0,2017-07-05 00:00:00,缤纷卡
1010010011234422,F,36.0,2012-07-03 00:00:00,璀璨卡
1010010018040949,F,32.0,2016-08-23 00:00:00,璀璨卡
1000011912404355,F,53.0,2019-05-04 17:10:26,缤纷卡
1010010018003979,M,33.0,2010-07-02 00:00:00,璀璨卡
0519013733,M,36.0,2017-01-02 13:47:30,璀璨卡
1010010011168834,F,29.0,2013-04-23 00:00:00,缤纷卡
1010010018042551,M,28.0,2014-07-20 00:00:00,璀璨卡
1010020011249441,M,35.0,2017-09-02 00:00:00,缤纷卡
1010010011220869,F,30.0,2015-10-29 00:00:00,缤纷卡
6600243818,F,30.0,2017-02-07 15:26:29,缤纷卡
1010010011244924,F,31.0,2012-02-09 00:00:00,缤纷卡
1000011920107432,F,30.0,2019-07-20 21:40:00,缤纷卡
1010020011180155,F,30.0,2016-01-15 00:00:00,璀璨卡
06900089230,M,34.0,2017-11-26 16:31:06,缤纷卡
1010020011138286,F,41.0,2013-06-23 00:00:00,缤纷卡
1010010011335467,F,34.0,2017-04-16 00:00:00,缤纷卡
1010020018029930,F,32.0,2016-07-10 00:00:00,璀璨卡
